Date,Open,High,Low,Close,Adj Close,Volume
2024-06-05,8351.240234375,8389.7001953125,8490.0,7885.10009765625,8300.0,29931
2024-06-06,8396.73046875,8435.400390625,8590.0,8222.0,8389.7998046875,18474
2024-06-07,8515.185546875,8554.400390625,8648.0,8385.349609375,8474.9501953125,33009
2024-06-10,8463.47265625,8502.4501953125,8675.0,8490.0,8649.7001953125,11010
2024-06-11,8977.4072265625,9018.75,9170.0,8463.099609375,8517.0,56268
2024-06-12,9013.390625,9054.900390625,9268.0498046875,9012.400390625,9078.7998046875,23690
2024-06-13,8984.275390625,9025.650390625,9151.0498046875,8815.5498046875,9054.900390625,22084
2024-06-14,9100.390625,9142.2998046875,9350.0498046875,8940.0,9079.9501953125,24252
2024-06-18,9037.330078125,9078.9501953125,9286.599609375,9000.0498046875,9199.0,19688
2024-06-19,8909.966796875,8951.0,9118.9501953125,8921.099609375,9078.9501953125,16089
2024-06-20,8924.8974609375,8966.0,9086.900390625,8850.25,8850.25,13978
2024-06-21,8846.908203125,8887.650390625,9187.599609375,8866.0,8980.0,16958
2024-06-24,9301.6630859375,9344.5,9434.9501953125,8888.0,8900.0,46786
2024-06-25,9087.0517578125,9128.900390625,9599.0,9101.7998046875,9459.9501953125,27616
2024-06-26,9031.8564453125,9073.4501953125,9250.0,9037.0,9179.900390625,13114
2024-06-27,8901.0078125,8942.0,9149.0,8900.0,9118.7998046875,14661
2024-06-28,8924.3017578125,8965.400390625,9128.0,8925.0,8966.599609375,10867
2024-07-01,8874.8291015625,8915.7001953125,9074.0,8882.7998046875,8900.0,13593
2024-07-02,9153.3955078125,9195.5498046875,9250.0,8929.9501953125,8930.0,26451
2024-07-03,8884.53515625,8925.4501953125,9228.9501953125,8871.599609375,8999.0,37862
2024-07-04,8719.1455078125,8759.2998046875,9047.900390625,8745.0,9000.0,23148
2024-07-05,8462.228515625,8501.2001953125,8792.5,8450.0,8750.099609375,33002
2024-07-08,8318.740234375,8357.0498046875,8626.2001953125,8313.25,8511.0,23760
2024-07-09,8443.814453125,8482.7001953125,8615.4501953125,8357.0498046875,8423.0,15428
2024-07-10,8327.7978515625,8366.150390625,8542.0,8344.9501953125,8542.0,9612
2024-07-11,8475.21875,8514.25,8610.0,8375.25,8435.0,24913
2024-07-12,8312.1708984375,8350.4501953125,8549.849609375,8292.400390625,8500.0,10414
2024-07-15,8341.7841796875,8380.2001953125,8477.849609375,8356.0,8425.0,8542
2024-07-16,8288.876953125,8327.0498046875,8390.0498046875,8282.5,8370.0,9985
2024-07-18,8235.771484375,8273.7001953125,8393.0,8234.7001953125,8393.0,14783
2024-07-19,8176.34521484375,8214.0,8410.0,8155.0,8260.0,14293
2024-07-22,8170.47216796875,8208.099609375,8307.4501953125,8057.60009765625,8150.0,7728
2024-07-23,8263.9912109375,8302.0498046875,8342.150390625,8010.0498046875,8250.0,11825
2024-07-24,8203.0224609375,8240.7998046875,8349.0,8213.25,8213.25,7635
2024-07-25,8178.63525390625,8216.2998046875,8273.650390625,8104.10009765625,8249.0,11071
2024-07-26,8433.4609375,8472.2998046875,8598.900390625,8244.7001953125,8265.599609375,26975
2024-07-29,8723.724609375,8763.900390625,8789.2998046875,8551.0,8557.2001953125,30373
2024-07-30,9443.3603515625,9486.849609375,9760.0,8733.900390625,8824.0,395152
2024-07-31,9202.3701171875,9244.75,9483.150390625,9180.0,9483.150390625,57745
2024-08-01,9139.609375,9181.7001953125,9412.0,9150.0,9323.0,42446
2024-08-02,9010.4541015625,9051.9501953125,9150.0,8942.0,9070.0,27828
2024-08-05,8483.6806640625,8522.75,8860.0,8445.849609375,8660.0,40354
2024-08-06,8224.5244140625,8262.400390625,8699.0,8195.0498046875,8650.0,35066
2024-08-07,8339.59375,8378.0,8473.0,8250.0,8250.0,23062
2024-08-08,8208.447265625,8246.25,8485.0,8203.0498046875,8385.4501953125,20927
2024-08-09,8365.72265625,8404.25,8563.2998046875,8321.25,8358.0,18593
2024-08-12,8295.7958984375,8334.0,8475.0,8294.150390625,8397.25,13906
2024-08-13,8149.66845703125,8187.2001953125,8412.849609375,8115.0498046875,8334.0498046875,15792
2024-08-14,8102.03759765625,8139.35009765625,8243.4501953125,8080.0,8224.7001953125,14018
2024-08-16,8250.15625,8288.150390625,8376.400390625,8139.35009765625,8139.35009765625,19827
2024-08-19,8237.7626953125,8275.7001953125,8347.0,8220.099609375,8220.099609375,20840
2024-08-20,8401.95703125,8440.650390625,8599.0,8295.0,8295.0,27639
2024-08-21,8503.3388671875,8542.5,8706.7001953125,8434.650390625,8470.0,34613
2024-08-22,8618.2109375,8657.900390625,8748.2001953125,8527.0,8527.0,19186
2024-08-23,8863.630859375,8904.4501953125,9124.9501953125,8620.0,8657.900390625,45829
2024-08-26,8527.3291015625,8566.599609375,8946.0,8541.650390625,8944.900390625,29186
2024-08-27,8341.734375,8380.150390625,8649.0,8353.25,8600.0,20638
2024-08-28,8211.2724609375,8229.400390625,8420.0,8210.0,8420.0,18933
2024-08-29,8100.66552734375,8118.5498046875,8299.75,8100.0,8288.75,21940
2024-08-30,8311.0517578125,8329.400390625,8368.0,8105.10009765625,8130.0,29333
2024-09-02,8268.89453125,8287.150390625,8561.7001953125,8235.099609375,8386.400390625,47889
2024-09-03,8266.94921875,8285.2001953125,8353.2001953125,8250.0,8250.0,12082
2024-09-04,8071.7294921875,8089.5498046875,8293.7998046875,8049.7998046875,8230.0,23248
2024-09-05,7982.7265625,8000.35009765625,8170.5,7955.89990234375,8097.5,28962
2024-09-06,7694.5126953125,7711.5,8048.10009765625,7684.0,7949.0498046875,41374
2024-09-09,7475.19677734375,7491.7001953125,7703.60009765625,7450.0,7700.0,31772
2024-09-10,7318.392578125,7334.5498046875,7599.0,7201.0498046875,7566.60009765625,47782
2024-09-11,7211.8779296875,7227.7998046875,7460.0,7201.0,7334.5498046875,29409
2024-09-12,7064.70263671875,7080.2998046875,7348.0,6982.2998046875,7348.0,53244
2024-09-13,7193.26904296875,7209.14990234375,7300.0,7050.0,7050.0,37383
2024-09-16,7048.638671875,7064.2001953125,7231.35009765625,7050.0,7122.39990234375,25124
2024-09-17,7044.8466796875,7060.39990234375,7158.5498046875,7020.0,7123.10009765625,22810
2024-09-18,6922.3173828125,6937.60009765625,7095.7001953125,6912.2001953125,7095.7001953125,22034
2024-09-19,6743.412109375,6758.2998046875,7003.9501953125,6660.0,6951.0,39678
2024-09-20,7235.6259765625,7251.60009765625,7420.0,6740.0498046875,6774.9501953125,116886
2024-09-23,7157.84716796875,7173.64990234375,7325.39990234375,7125.0,7290.0,35797
2024-09-24,7071.98681640625,7087.60009765625,7215.14990234375,7020.14990234375,7199.0,22363
2024-09-25,7047.79052734375,7063.35009765625,7150.5,6995.0,7149.0,18565
2024-09-26,6946.115234375,6961.4501953125,7119.0,6902.0,7119.0,20412
2024-09-27,7612.1943359375,7629.0,7850.0,7002.0,7048.9501953125,271083
2024-09-30,7465.21875,7481.7001953125,7659.89990234375,7442.0,7580.0,31449
2024-10-01,7607.6044921875,7624.39990234375,7736.0498046875,7450.0,7510.0,57920
2024-10-03,7320.48828125,7336.64990234375,7655.5,7228.5498046875,7620.9501953125,30301
2024-10-04,7177.4541015625,7193.2998046875,7480.0,7150.0,7399.10009765625,27940
2024-10-07,6887.49462890625,6902.7001953125,7306.0,6851.10009765625,7269.0,36527
2024-10-08,7212.62646484375,7228.5498046875,7349.0,6930.0498046875,6951.0,29171
2024-10-09,7244.80517578125,7260.7998046875,7370.89990234375,7197.85009765625,7260.0,18551
2024-10-10,7011.6201171875,7027.10009765625,7350.0,6900.0,7320.0498046875,58940
2024-10-11,7084.259765625,7099.89990234375,7149.9501953125,7050.0,7050.0,14633
2024-10-14,6924.4130859375,6939.7001953125,7205.25,6915.5,7155.0,22229
2024-10-15,7021.84765625,7037.35009765625,7155.0,6887.0498046875,7006.9501953125,39357
2024-10-16,6964.7236328125,6980.10009765625,7144.9501953125,6963.10009765625,7048.0,16981
2024-10-17,6922.81640625,6938.10009765625,7074.0,6895.0,7044.0,14076
2024-10-18,6894.02978515625,6909.25,6999.0,6800.0,6999.0,14336
2024-10-21,6745.40771484375,6760.2998046875,7034.85009765625,6740.0,6971.0,18568
2024-10-22,6493.8134765625,6508.14990234375,6811.0,6500.0,6761.0,34089
2024-10-23,6332.31982421875,6346.2998046875,6628.4501953125,6199.7001953125,6508.14990234375,78440
2024-10-24,6337.90771484375,6351.89990234375,6583.10009765625,6285.0,6400.0,22443
2024-10-25,6195.8212890625,6209.5,6385.0,6150.0,6350.0,25834
2024-10-28,6400.6689453125,6414.7998046875,6543.9501953125,6160.0,6280.0498046875,43073
2024-10-29,6370.884765625,6384.9501953125,6510.0,6301.5498046875,6489.0,24847
2024-10-30,7645.02197265625,7661.89990234375,7661.89990234375,7099.89990234375,7224.0,236233
2024-10-31,7846.177734375,7863.5,8088.0,7602.0498046875,7902.0,394098
2024-11-01,7897.76416015625,7915.2001953125,7998.9501953125,7870.0,7928.0,20011
2024-11-04,7367.3349609375,7383.60009765625,7888.0,7325.0,7888.0,78773
2024-11-05,7374.26953125,7390.5498046875,7475.0,7273.75,7383.60009765625,40216
2024-11-06,7467.86328125,7484.35009765625,7550.0,7205.7998046875,7450.0,29305
2024-11-07,7547.68701171875,7564.35009765625,7638.7998046875,7466.9501953125,7500.0,22603
2024-11-08,7366.63623046875,7382.89990234375,7584.7998046875,7326.35009765625,7564.35009765625,19385
2024-11-11,6991.7138671875,7007.14990234375,7400.0,6954.0,7400.0,29223
2024-11-12,6929.60107421875,6944.89990234375,7066.39990234375,6899.9501953125,7007.14990234375,15649
2024-11-13,6689.28173828125,6704.0498046875,6950.10009765625,6680.0,6940.0,23729
2024-11-14,6914.43505859375,6929.7001953125,7000.0,6740.10009765625,6784.85009765625,32484
2024-11-18,6679.2041015625,6693.9501953125,7019.9501953125,6666.0498046875,6975.0,25335
2024-11-19,6618.28857421875,6632.89990234375,6869.89990234375,6523.35009765625,6770.0,21068
2024-11-21,6632.65673828125,6647.2998046875,6703.0,6521.0,6671.35009765625,20835
2024-11-22,6678.55517578125,6693.2998046875,6735.0,6588.0498046875,6657.35009765625,17208
2024-11-25,6945.216796875,6960.5498046875,7078.60009765625,6790.0,6790.0,45998
2024-11-26,6972.50634765625,6987.89990234375,7069.10009765625,6931.39990234375,7000.0,18177
2024-11-27,6973.65380859375,6989.0498046875,7049.89990234375,6942.0498046875,7000.0,15791
2024-11-28,6944.568359375,6959.89990234375,7105.10009765625,6934.2998046875,7016.4501953125,16445
2024-11-29,6877.1171875,6892.2998046875,7012.2001953125,6797.2001953125,6970.0,15985
2024-12-02,6935.8876953125,6951.2001953125,7000.0,6845.0,6950.0,10754
2024-12-03,6921.818359375,6937.10009765625,7043.9501953125,6900.0,6940.0,16721
2024-12-04,6977.046875,6992.4501953125,7090.0,6957.75,6985.0,15493
2024-12-05,6863.8466796875,6879.0,7149.0,6865.0,7110.0,27478
2024-12-06,6847.3330078125,6862.4501953125,6951.0,6825.0,6938.0,18984
2024-12-09,6746.056640625,6760.9501953125,6998.5498046875,6734.75,6998.5498046875,28446
2024-12-10,6648.72119140625,6663.39990234375,6800.0,6606.10009765625,6800.0,39470
2024-12-11,6606.61474609375,6621.2001953125,6723.9501953125,6600.0,6699.89990234375,22505
2024-12-12,6547.6943359375,6562.14990234375,6674.0,6528.75,6674.0,17291
2024-12-13,6601.07666015625,6615.64990234375,6666.0,6525.0,6582.0498046875,21270
2024-12-16,6757.431640625,6772.35009765625,6950.0498046875,6621.25,6650.0,53898
2024-12-17,6769.95361328125,6784.89990234375,6860.0,6750.0,6772.35009765625,20387
2024-12-18,6686.0390625,6700.7998046875,6836.2001953125,6650.0,6795.0,18627
2024-12-19,6594.5908203125,6609.14990234375,6676.10009765625,6537.25,6610.0,18058
2024-12-20,6683.44482421875,6698.2001953125,6846.64990234375,6609.0,6609.0,49911
2024-12-23,6627.81787109375,6642.4501953125,6724.85009765625,6550.0,6672.0,14052
2024-12-24,6642.5849609375,6657.25,6730.0,6575.35009765625,6650.0,14181
2024-12-26,6575.48291015625,6590.0,6670.60009765625,6557.25,6657.25,11697
2024-12-27,6560.1669921875,6574.64990234375,6665.2998046875,6554.10009765625,6565.0,9090
2024-12-30,6463.9296875,6478.2001953125,6598.9501953125,6455.0,6592.9501953125,17167
2024-12-31,6498.15380859375,6512.5,6575.0,6374.85009765625,6560.0,16013
2025-01-01,6614.84619140625,6629.4501953125,6650.14990234375,6505.85009765625,6530.0,8110
2025-01-02,7240.8642578125,7256.85009765625,7530.0,6622.2001953125,6698.0,288697
2025-01-03,7315.44970703125,7331.60009765625,7638.0,7111.7001953125,7198.2998046875,240515
2025-01-06,6848.87939453125,6864.0,7325.0,6828.0,7315.0,67478
2025-01-07,6834.9599609375,6850.0498046875,6976.75,6809.14990234375,6900.0,29976
2025-01-08,6838.1533203125,6853.25,6922.0,6747.0498046875,6898.0,26594
2025-01-09,6529.7841796875,6544.2001953125,6917.14990234375,6525.0,6882.0,27233
2025-01-10,6522.10107421875,6536.5,6666.0,6417.9501953125,6598.0,21847
2025-01-13,6358.861328125,6372.89990234375,6577.5498046875,6266.64990234375,6515.0,34152
2025-01-14,6505.58740234375,6519.9501953125,6540.0,6280.0,6392.14990234375,25096
2025-01-15,6534.07470703125,6548.5,6619.9501953125,6460.0,6521.0,17755
2025-01-16,6583.16650390625,6597.7001953125,6739.0,6556.10009765625,6617.0,15773
2025-01-17,6476.251953125,6490.5498046875,6630.0,6399.0498046875,6599.9501953125,21506
2025-01-20,6536.2197265625,6550.64990234375,6572.4501953125,6471.0498046875,6497.0,9327
2025-01-21,6573.88671875,6588.39990234375,6695.85009765625,6512.0,6611.64990234375,18359
2025-01-22,6501.59619140625,6515.9501953125,6596.0,6364.7998046875,6588.0,17799
2025-01-23,6611.154296875,6625.75,6786.60009765625,6500.0,6500.0,19897
2025-01-24,6515.86474609375,6530.25,6762.0,6480.0,6627.0,17863
2025-01-27,6392.0380859375,6406.14990234375,6551.9501953125,6294.4501953125,6411.0,17143
2025-01-28,6382.9580078125,6397.0498046875,6447.2001953125,6125.0,6416.5498046875,37709
2025-01-29,6420.47509765625,6434.64990234375,6511.14990234375,6370.0,6429.0,20659
2025-01-30,6314.06005859375,6328.0,6513.7001953125,6307.0,6466.7998046875,14638
2025-01-31,6297.39697265625,6311.2998046875,6376.7998046875,6262.0,6369.10009765625,18142
2025-02-01,6486.87890625,6501.2001953125,6559.0,6237.0498046875,6345.0,25159
2025-02-03,6338.95556640625,6352.9501953125,6575.0,6323.5,6420.0,16803
2025-02-04,6387.74755859375,6401.85009765625,6461.0,6364.2001953125,6400.0,10756
2025-02-05,6767.359375,6782.2998046875,7049.0,6425.0,6425.0,114349
2025-02-06,6576.97998046875,6591.5,6855.0,6557.7001953125,6854.0,30583
2025-02-07,6573.9365234375,6588.4501953125,6625.39990234375,6485.0,6620.0,20536
2025-02-10,6281.1328125,6295.0,6629.0,6252.5,6629.0,26519
2025-02-11,6283.07861328125,6296.9501953125,6502.39990234375,6200.5,6345.0,48167
2025-02-12,6673.0673828125,6687.7998046875,6780.0,6251.0,6300.0,78084
2025-02-13,6753.78955078125,6768.7001953125,6999.0,6570.0498046875,6690.0,58638
2025-02-14,6478.69677734375,6493.0,6838.0,6400.0,6780.0,58012
2025-02-17,6537.86572265625,6552.2998046875,6625.0,6341.14990234375,6490.0498046875,50931
2025-02-18,6564.90625,6579.39990234375,6682.25,6408.39990234375,6621.0,36538
2025-02-19,6669.3759765625,6684.10009765625,6799.0,6518.2001953125,6587.2001953125,28719
2025-02-20,6801.783203125,6816.7998046875,6868.0,6606.64990234375,6687.7998046875,32284
2025-02-21,6932.99365234375,6948.2998046875,7080.0,6725.0,6750.0,65098
2025-02-24,6787.365234375,6802.35009765625,6926.0,6760.0,6835.0,39417
2025-02-25,6809.1171875,6824.14990234375,6899.0,6752.5,6800.0498046875,22633
2025-02-27,6586.908203125,6601.4501953125,6861.0,6592.2998046875,6825.0,24960
2025-02-28,6656.4541015625,6671.14990234375,6735.4501953125,6472.0498046875,6650.0,41462
2025-03-03,6929.00244140625,6944.2998046875,6999.9501953125,6635.35009765625,6724.5,63284
2025-03-04,7138.29052734375,7154.0498046875,7268.0,6851.0498046875,6935.0498046875,108984
2025-03-05,7417.97314453125,7434.35009765625,7535.0,7300.0,7301.10009765625,131244
2025-03-06,7404.30322265625,7420.64990234375,7575.75,7380.0,7499.0,41459
2025-03-07,7643.1259765625,7660.0,7688.0,7392.7998046875,7410.0,61107
2025-03-10,7538.357421875,7555.0,8015.0,7502.10009765625,7720.2001953125,93839
2025-03-11,7252.73779296875,7268.75,7650.0,7210.35009765625,7550.0,85722
2025-03-12,7151.01220703125,7166.7998046875,7427.5,7104.4501953125,7282.64990234375,44131
2025-03-13,7223.40283203125,7239.35009765625,7338.0,7100.14990234375,7198.0,34558
2025-03-17,7070.83984375,7086.4501953125,7308.0,7000.0,7290.39990234375,35025
2025-03-18,7070.83984375,7086.4501953125,7086.4501953125,7086.4501953125,7086.4501953125,0
2025-03-19,7912.63134765625,7930.10009765625,7998.39990234375,7421.2001953125,7460.0,73273
2025-03-20,7964.0673828125,7981.64990234375,8049.9501953125,7770.0498046875,8005.0,61642
2025-03-21,8441.4130859375,8460.0498046875,8574.75,7975.10009765625,8026.7001953125,135698
2025-03-24,8874.9560546875,8894.5498046875,8925.0,8471.0498046875,8540.0,109044
2025-03-25,8714.9599609375,8734.2001953125,9085.0,8700.0,8930.0,78538
2025-03-26,8747.388671875,8766.7001953125,8925.0,8682.099609375,8735.0,45035
2025-03-27,8768.6904296875,8788.0498046875,8883.349609375,8675.0,8700.0498046875,44536
2025-03-28,9025.8232421875,9045.75,9438.9501953125,8867.2001953125,9200.0,215366
2025-04-01,8845.072265625,8864.599609375,9128.0,8833.25,9045.75,42245
2025-04-02,9197.494140625,9217.7998046875,9255.0,8666.400390625,8800.0,85955
2025-04-03,9102.25390625,9122.349609375,9359.5498046875,9005.0,9005.0,51052
2025-04-04,8856.546875,8876.099609375,9150.599609375,8802.0,9150.599609375,43575
2025-04-07,8326.81640625,8345.2001953125,8413.900390625,8050.0,8050.0,92640
2025-04-08,8414.8720703125,8433.4501953125,8579.9501953125,8300.0,8511.599609375,50711
2025-04-09,8452.240234375,8470.900390625,8600.0,8370.0,8459.9501953125,40884
2025-04-11,8685.8740234375,8705.0498046875,8843.599609375,8558.0498046875,8732.0,34765
2025-04-15,8853.953125,8873.5,8947.5,8725.0,8849.0,35304
2025-04-16,8603.505859375,8622.5,8888.0,8537.0,8850.0,56910
2025-04-17,8673.8505859375,8693.0,8780.0,8551.0,8659.0,35513
2025-04-21,9279.0146484375,9299.5,9397.0,8710.0,8710.0,172999
2025-04-22,9085.44140625,9105.5,9421.0,9055.0,9326.0,68202
2025-04-23,9087.4375,9107.5,9340.5,8933.5,9339.0,65712
2025-04-24,9249.080078125,9269.5,9298.0,9059.0,9128.0,64274
2025-04-25,9141.318359375,9161.5,9335.0,8860.0,9315.5,107875
2025-04-28,8993.64453125,9013.5,9601.0,8850.0,9275.0,484815
2025-04-29,9006.1171875,9026.0,9260.0,8928.5,9149.0,99789
2025-04-30,8894.36328125,8914.0,9068.0,8745.0,9068.0,52677
2025-05-02,9930.576171875,9952.5,10134.0,8892.0,8910.0,653640
2025-05-05,10161.56640625,10184.0,10598.5,10051.0,10062.5,304201
2025-05-06,9959.51171875,9981.5,10328.0,9900.0,10170.0,157326
2025-05-07,10268.330078125,10291.0,10399.5,9824.5,9825.0,133573
2025-05-08,9693.1005859375,9714.5,10444.0,9552.0,10366.0,113478
2025-05-09,9691.1044921875,9712.5,9799.5,9379.5,9450.0,115400
2025-05-12,10733.802734375,10757.5,10849.0,9967.0,10254.5,276889
2025-05-13,10515.28515625,10538.5,10742.0,10080.0,10742.0,177016
2025-05-14,10394.5517578125,10417.5,10947.0,10353.5,10615.0,156620
2025-05-15,11070.060546875,11094.5,11196.5,10420.5,10499.5,181612
2025-05-16,10930.369140625,10954.5,11259.5,10865.0,11100.0,104992
2025-05-19,10590.1201171875,10613.5,11034.5,10575.0,10954.5,75462
2025-05-20,10472.87890625,10496.0,10760.0,10450.0,10650.0,62994
2025-05-21,10579.642578125,10603.0,10660.0,10317.5,10495.0,52391
2025-05-22,10490.8388671875,10514.0,10629.5,10463.0,10540.0,23618
2025-05-23,10214.9482421875,10237.5,10940.0,10158.5,10550.0,110389
2025-05-26,10559.1884765625,10582.5,10618.0,10264.5,10355.0,68044
2025-05-27,11006.7001953125,11031.0,11079.0,10618.0,10650.0,105454
2025-05-28,11738.0859375,11764.0,12109.0,11020.0,11088.5,251574
2025-05-29,12318.8037109375,12346.0,12449.0,11836.0,11881.5,181372
2025-05-30,12621.634765625,12649.5,12725.0,12346.0,12350.0,131424
2025-06-02,11607.3740234375,11633.0,12742.0,11580.0,12742.0,137214
2025-06-03,11985.5390625,12012.0,12150.0,11620.0,11633.0,118801
2025-06-04,12305.83203125,12333.0,12471.0,11930.0,12012.0,90201
2025-06-05,12726.90234375,12755.0,12835.0,12366.0,12687.0,136582
2025-06-06,12474.4599609375,12502.0,12893.0,12332.0,12770.0,87209
2025-06-09,12135.208984375,12162.0,12599.0,12097.0,12498.0,61539
2025-06-10,12205.0546875,12232.0,12724.0,12170.0,12277.0,108778
2025-06-11,12079.33203125,12106.0,12470.0,12035.0,12250.0,56028
2025-06-12,12817.7021484375,12846.0,13155.0,12060.0,12199.0,214664
2025-06-13,13321.58984375,13351.0,13595.0,12400.0,12403.0,244154
2025-06-16,13930.24609375,13961.0,14100.0,13253.0,13500.0,182963
2025-06-17,13986.1220703125,14017.0,14494.0,13822.0,13950.0,200878
2025-06-18,13903.3056640625,13934.0,14310.0,13624.0,14049.0,160227
2025-06-19,13674.8095703125,13705.0,14081.0,13620.0,13970.0,102737
2025-06-20,14230.5830078125,14262.0,14330.0,13535.0,13712.0,145513
2025-06-23,14301.4267578125,14333.0,14520.0,14100.0,14179.0,107611
2025-06-24,13687.78125,13718.0,14589.0,13627.0,14405.0,124911
2025-06-25,13856.4091796875,13887.0,14021.0,13640.0,13924.0,91243
2025-06-26,14081.9111328125,14113.0,14374.0,13850.0,14000.0,114914
2025-06-27,14468.05859375,14500.0,14575.0,14125.0,14205.0,108436
2025-06-30,16041.5849609375,16077.0,16300.0,14572.0,14610.0,335356
2025-07-01,14703.5380859375,14736.0,16228.0,14573.0,16150.0,286115
2025-07-02,14551.873046875,14584.0,15195.0,14505.0,14907.0,149464
2025-07-03,14382.248046875,14414.0,14825.0,14300.0,14675.0,134832
2025-07-04,14310.40625,14342.0,14572.0,14261.0,14572.0,72382
2025-07-07,14807.3095703125,14840.0,14959.0,14177.0,14341.0,137377
2025-07-08,15200.44140625,15234.0,15300.0,14701.0,14840.0,116537
2025-07-09,16682.169921875,16719.0,17039.0,15176.0,15308.0,605703
2025-07-10,16579.396484375,16616.0,16950.0,16481.0,16690.0,180576
2025-07-11,16384.826171875,16421.0,16840.0,16158.0,16601.0,123528
2025-07-14,16646.25,16683.0,16800.0,16390.0,16421.0,82706
2025-07-15,16732.060546875,16769.0,17080.0,16525.0,16772.0,96254
2025-07-16,16798.912109375,16836.0,17260.0,16673.0,16848.0,125227
2025-07-17,16804.8984375,16842.0,17625.0,16705.0,17000.0,225940
2025-07-18,16580.39453125,16617.0,17199.0,16550.0,16948.0,109888
2025-07-21,17170.09375,17208.0,17286.0,16289.0,16617.0,141242
2025-07-22,17468.43359375,17507.0,17660.0,17263.0,17300.0,136522
2025-07-23,17102.2421875,17140.0,17613.0,17056.0,17600.0,110365
2025-07-24,19106.81640625,19149.0,20500.0,17225.0,17475.0,1238416
2025-07-25,17830.634765625,17870.0,19469.0,16500.0,19300.0,986594
2025-07-28,18187.845703125,18228.0,18393.0,17401.0,17500.0,182928
2025-07-29,17832.630859375,17872.0,18497.0,17653.0,18208.0,128891
2025-07-30,17631.076171875,17670.0,18242.0,17577.0,17958.0,72710
2025-07-31,16906.673828125,16944.0,17743.0,16845.0,17550.0,78609
2025-08-01,16672.19140625,16709.0,17199.0,16509.0,17010.0,69846
2025-08-04,16975.5234375,17013.0,17250.0,16621.0,16707.0,63873
2025-08-05,17789.724609375,17829.0,17899.0,16900.0,17126.0,98993
2025-08-06,18123.986328125,18164.0,18355.0,17758.0,17900.0,126558
2025-08-07,18055.138671875,18095.0,18200.0,17744.0,18000.0,70754
2025-08-08,17764.779296875,17804.0,18318.0,17650.0,18150.0,56109
2025-08-11,18499.158203125,18540.0,18650.0,17831.0,17831.0,97721
2025-08-12,18877.32421875,18919.0,18974.0,18600.0,18681.0,79064
2025-08-13,20002.83984375,20047.0,20400.0,18744.0,19000.0,178996
2025-08-14,19629.662109375,19673.0,20155.0,19200.0,20047.0,99302
2025-08-18,19903.05859375,19947.0,20450.0,19700.0,20139.0,100364
2025-08-19,20823.029296875,20869.0,21184.0,20031.0,20079.0,110159
2025-08-20,20570.5859375,20616.0,21118.0,20549.0,21059.0,86038
2025-08-21,21848.763671875,21897.0,21990.0,20640.0,20680.0,154598
2025-08-22,20169.470703125,20214.0,21969.0,19981.0,21881.0,212903
2025-08-25,20127.564453125,20172.0,20599.0,20050.0,20506.0,86667
2025-08-26,19908.048828125,19952.0,20294.0,19559.0,20200.0,72783
2025-08-28,19342.296875,19385.0,20044.0,19325.0,19952.0,73517
2025-08-29,19434.095703125,19477.0,20200.0,19418.0,19418.0,102576
2025-09-01,19049.943359375,19092.0,19800.0,18761.0,19585.0,87509
2025-09-02,19454.05078125,19497.0,19561.0,18950.0,19292.0,83786
2025-09-03,19741.416015625,19785.0,20129.0,19455.0,19589.0,85761
2025-09-04,18046.158203125,18086.0,20240.0,17904.0,20240.0,229916
2025-09-05,17685.955078125,17725.0,18780.0,17641.0,18225.0,176945
2025-09-08,16992.484375,17030.0,17999.0,16565.0,17813.0,187023
2025-09-09,18118.0,18158.0,18350.0,16919.0,17247.0,160232
2025-09-10,18362.0,18362.0,18597.0,17923.0,18290.0,116634
2025-09-11,18021.0,18021.0,18450.0,17916.0,18400.0,68747
2025-09-12,18391.0,18391.0,18510.0,17850.0,18080.0,71274
2025-09-15,18780.0,18780.0,18888.0,18300.0,18447.0,57361
2025-09-16,19734.0,19734.0,20000.0,18816.0,18850.0,185890
2025-09-17,19850.0,19850.0,19945.0,19361.0,19734.0,100224
2025-09-18,18941.0,18941.0,20010.0,18765.0,19850.0,106888
2025-09-19,18589.0,18589.0,19422.0,18079.0,18941.0,364042
2025-09-22,18196.0,18196.0,18670.0,18110.0,18589.0,65478
2025-09-23,18111.0,18111.0,18399.0,17850.0,18200.0,68311
2025-09-24,18041.0,18041.0,18426.0,17961.0,18178.0,40434
2025-09-25,17760.0,17760.0,18254.0,17680.0,18077.0,42631
2025-09-26,17372.0,17372.0,17960.0,17325.0,17835.0,48251
2025-09-29,16954.0,16954.0,17550.0,16650.0,17469.0,127418
2025-09-30,16795.0,16795.0,17197.0,16651.0,16964.0,81000
2025-10-01,16854.0,16854.0,17112.0,16530.0,16745.0,74596
2025-10-03,16807.0,16807.0,17199.0,16623.0,16938.0,61144
2025-10-06,16333.0,16333.0,16807.0,16250.0,16807.0,62312
2025-10-07,15913.0,15913.0,16565.0,15833.0,16399.0,79769
2025-10-08,15748.0,15748.0,16079.0,15558.0,15980.0,74838
2025-10-09,15303.0,15303.0,15760.0,15215.0,15748.0,77398
2025-10-10,15781.0,15781.0,15999.0,14911.0,15279.0,184429
2025-10-13,16134.0,16134.0,16247.0,15500.0,15650.0,94339
2025-10-14,16616.0,16616.0,16800.0,15982.0,16134.0,157404
2025-10-15,16609.0,16609.0,16880.0,16537.0,16722.0,63470
