Date,Open,High,Low,Close,Adj Close,Volume
2024-04-04,969.646240234375,983.2000122070312,991.0,973.4500122070312,987.0999755859375,879348
2024-04-05,992.625,1006.5,1008.6500244140625,983.75,985.9500122070312,1885389
2024-04-08,986.855712890625,1000.6500244140625,1013.5499877929688,997.5,1011.75,651968
2024-04-09,975.5142211914062,989.1500244140625,1003.6500244140625,987.5499877929688,1001.9500122070312,752593
2024-04-10,980.49462890625,994.2000122070312,999.4000244140625,984.6500244140625,994.7000122070312,594164
2024-04-12,948.8864135742188,962.1500244140625,997.2999877929688,958.7999877929688,992.4500122070312,1325629
2024-04-15,922.2586059570312,935.1500244140625,962.0,933.5,950.0,1341010
2024-04-16,931.8248901367188,944.8499755859375,971.5,926.2000122070312,932.0,2235559
2024-04-18,924.0831298828125,937.0,954.7999877929688,934.0,954.7999877929688,1376748
2024-04-19,909.4378051757812,922.1500244140625,933.0999755859375,913.2000122070312,920.25,1482222
2024-04-22,946.4701538085938,959.7000122070312,965.7000122070312,934.0999755859375,936.1500244140625,1739090
2024-04-23,946.2236328125,959.4500122070312,968.0499877929688,944.5999755859375,960.0499877929688,1094642
2024-04-24,920.63134765625,933.5,958.9500122070312,914.5,958.0,3433345
2024-04-25,938.1366577148438,951.25,954.8499755859375,925.4000244140625,935.1500244140625,1455928
2024-04-26,934.3397827148438,947.4000244140625,958.6500244140625,944.5,951.5,697528
2024-04-29,949.8233032226562,963.0999755859375,968.4000244140625,948.0,948.0,1094730
2024-04-30,940.4049682617188,953.5499877929688,968.4000244140625,948.9500122070312,964.9000244140625,1728594
2024-05-02,974.3800659179688,988.0,992.0,951.0499877929688,959.9000244140625,2760717
2024-05-03,983.6505126953125,997.4000244140625,999.75,978.2999877929688,994.4500122070312,1408142
2024-05-06,1006.6785888671875,1020.75,1027.75,972.0999755859375,1004.0,2655500
2024-05-07,967.32861328125,980.8499755859375,1033.0,965.5,1029.0,1845981
2024-05-08,991.7373657226562,1005.5999755859375,1007.25,971.7000122070312,982.9500122070312,1456376
2024-05-09,954.85302734375,968.2000122070312,1007.9000244140625,965.0,1006.9500122070312,1322296
2024-05-10,968.6107177734375,982.1500244140625,990.0,968.7000122070312,970.0,1020700
2024-05-13,978.8179931640625,992.5,997.0,970.5999755859375,991.2000122070312,1082684
2024-05-14,970.0900268554688,983.6500244140625,1016.6500244140625,978.5,995.0,799850
2024-05-15,983.3052978515625,997.0499877929688,1005.0,983.6500244140625,991.9000244140625,1174315
2024-05-16,995.0905151367188,1009.0,1012.0,984.1500244140625,997.0499877929688,1608100
2024-05-17,1036.9061279296875,1051.4000244140625,1057.0999755859375,1009.2000122070312,1014.9500122070312,3018435
2024-05-21,1073.3466796875,1088.3499755859375,1172.5,1085.0,1121.0999755859375,4500940
2024-05-22,1065.7528076171875,1080.6500244140625,1096.550048828125,1048.3499755859375,1094.0,2865788
2024-05-23,1071.0784912109375,1086.050048828125,1105.0,1077.800048828125,1090.0,2041787
2024-05-24,1061.1668701171875,1076.0,1096.5,1070.0,1088.949951171875,2735393
2024-05-27,1043.908203125,1058.5,1086.0,1055.25,1083.8499755859375,1812394
2024-05-28,1038.4346923828125,1052.949951171875,1067.75,1040.4000244140625,1060.050048828125,1516739
2024-05-29,1030.3477783203125,1044.75,1050.8499755859375,1035.9000244140625,1044.1500244140625,1081054
2024-05-30,1009.83447265625,1023.9500122070312,1046.449951171875,1020.5,1042.5,1517658
2024-05-31,986.3626098632812,1000.1500244140625,1036.6500244140625,995.0,1031.5999755859375,2417167
2024-06-03,1018.02001953125,1032.25,1045.0,1009.0,1045.0,1142471
2024-06-04,989.7649536132812,1003.5999755859375,1049.949951171875,933.7999877929688,1049.0,3058666
2024-06-05,1034.1939697265625,1048.6500244140625,1064.199951171875,1005.7000122070312,1006.9500122070312,2720365
2024-06-06,1030.5943603515625,1045.0,1062.949951171875,1033.949951171875,1057.0,1909045
2024-06-07,1041.2454833984375,1055.800048828125,1063.699951171875,1036.0,1036.0,1064643
2024-06-10,1071.0784912109375,1086.050048828125,1090.0,1059.0,1062.9000244140625,1813696
2024-06-11,1069.8948974609375,1084.8499755859375,1093.5,1080.1500244140625,1087.5,1554675
2024-06-12,1081.828125,1096.949951171875,1102.949951171875,1073.800048828125,1088.199951171875,1120031
2024-06-13,1075.467041015625,1090.5,1105.300048828125,1085.8499755859375,1105.0,893913
2024-06-14,1094.2545166015625,1109.550048828125,1111.800048828125,1093.9000244140625,1096.9000244140625,1100418
2024-06-18,1064.0762939453125,1078.949951171875,1109.5,1070.449951171875,1107.5,1899763
2024-06-19,1058.750732421875,1073.550048828125,1085.9000244140625,1069.25,1083.0999755859375,859594
2024-06-20,1073.642578125,1088.6500244140625,1092.449951171875,1050.0,1076.0,1282696
2024-06-21,1070.09228515625,1085.050048828125,1102.9000244140625,1079.0,1095.0,932011
2024-06-24,1065.4569091796875,1080.3499755859375,1091.300048828125,1072.25,1080.0999755859375,861316
2024-06-25,1056.9755859375,1071.75,1086.0,1063.050048828125,1080.3499755859375,1045293
2024-06-26,1051.107666015625,1065.800048828125,1085.0,1063.1500244140625,1071.75,1354644
2024-06-27,1042.4288330078125,1057.0,1080.699951171875,1050.050048828125,1068.050048828125,1784563
2024-06-28,1059.1451416015625,1073.949951171875,1085.0,1060.5,1063.0,2188481
2024-07-01,1052.5869140625,1067.300048828125,1096.699951171875,1060.050048828125,1093.3499755859375,1910647
2024-07-02,1059.7861328125,1074.5999755859375,1080.0,1059.0,1075.0,1161878
2024-07-03,1080.1514892578125,1095.25,1115.0,1071.050048828125,1080.9000244140625,2674685
2024-07-04,1121.3753662109375,1137.050048828125,1144.9000244140625,1093.25,1104.949951171875,3636780
2024-07-05,1146.4251708984375,1162.449951171875,1166.8499755859375,1137.050048828125,1145.0,2734011
2024-07-08,1141.83935546875,1157.800048828125,1184.1500244140625,1154.449951171875,1164.9000244140625,1766921
2024-07-09,1149.3837890625,1165.449951171875,1177.0,1156.199951171875,1159.0,1549728
2024-07-10,1163.8812255859375,1180.1500244140625,1190.0,1134.0,1166.6500244140625,1576765
2024-07-11,1147.312744140625,1163.3499755859375,1203.0,1155.199951171875,1203.0,1817742
2024-07-12,1158.9500732421875,1175.1500244140625,1183.949951171875,1163.4000244140625,1171.0,2206263
2024-07-15,1171.6229248046875,1188.0,1198.949951171875,1171.699951171875,1174.0,1258197
2024-07-16,1168.4671630859375,1184.800048828125,1197.699951171875,1177.5999755859375,1192.949951171875,890254
2024-07-18,1169.305419921875,1185.6500244140625,1190.550048828125,1160.0999755859375,1186.0,914361
2024-07-19,1128.67333984375,1144.449951171875,1170.0,1137.1500244140625,1165.0,1927523
2024-07-22,1138.6341552734375,1154.550048828125,1165.550048828125,1123.199951171875,1135.0,1766804
2024-07-23,1133.0126953125,1148.8499755859375,1159.0,1124.300048828125,1156.0,997963
2024-07-24,1163.190673828125,1179.449951171875,1183.3499755859375,1147.1500244140625,1156.050048828125,1043324
2024-07-25,1189.177734375,1205.800048828125,1210.0,1167.550048828125,1175.949951171875,980665
2024-07-26,1192.390869140625,1206.050048828125,1215.0,1196.800048828125,1212.0,1347634
2024-07-29,1221.9027099609375,1235.9000244140625,1251.699951171875,1210.5,1227.0,2135683
2024-07-30,1205.589599609375,1219.4000244140625,1244.949951171875,1215.0,1235.9000244140625,1150511
2024-07-31,1233.07470703125,1247.199951171875,1250.699951171875,1225.0,1225.0,1316598
2024-08-01,1227.3404541015625,1241.4000244140625,1265.0,1235.550048828125,1260.050048828125,1298036
2024-08-02,1235.744140625,1249.9000244140625,1259.75,1227.699951171875,1233.449951171875,1110657
2024-08-05,1213.6473388671875,1227.550048828125,1247.0,1210.050048828125,1210.050048828125,1115164
2024-08-06,1213.7955322265625,1227.699951171875,1257.0,1221.550048828125,1237.0,1224820
2024-08-07,1258.4342041015625,1272.8499755859375,1278.199951171875,1240.0,1247.4000244140625,2579230
2024-08-08,1264.9100341796875,1279.4000244140625,1299.699951171875,1270.050048828125,1281.0,2579443
2024-08-09,1286.16650390625,1300.9000244140625,1324.300048828125,1283.050048828125,1293.9000244140625,4055249
2024-08-12,1236.238525390625,1250.4000244140625,1298.0,1220.0999755859375,1298.0,2589989
2024-08-13,1162.1373291015625,1175.449951171875,1258.0,1169.0,1258.0,5828811
2024-08-14,1157.243408203125,1170.5,1189.4000244140625,1157.199951171875,1187.800048828125,3229996
2024-08-16,1174.100341796875,1187.550048828125,1194.9000244140625,1168.1500244140625,1183.0,2682837
2024-08-19,1171.5296630859375,1184.949951171875,1197.949951171875,1178.050048828125,1197.949951171875,1961205
2024-08-20,1179.142578125,1192.6500244140625,1195.800048828125,1171.0,1193.800048828125,1876826
2024-08-21,1191.995361328125,1205.6500244140625,1216.449951171875,1187.800048828125,1193.0,2296195
2024-08-22,1196.345458984375,1210.050048828125,1220.0,1203.0,1218.0,1642199
2024-08-23,1165.3504638671875,1178.699951171875,1214.9000244140625,1174.0,1214.9000244140625,2153807
2024-08-26,1095.8961181640625,1108.449951171875,1138.6500244140625,1105.0999755859375,1130.0,7308194
2024-08-27,1101.6304931640625,1114.25,1136.449951171875,1109.199951171875,1135.0,3437214
2024-08-28,1125.4080810546875,1138.300048828125,1156.0,1126.0,1152.0,5148274
2024-08-29,1119.2288818359375,1132.050048828125,1144.5999755859375,1119.0999755859375,1138.300048828125,2424171
2024-08-30,1115.1258544921875,1127.9000244140625,1159.3499755859375,1113.6500244140625,1139.9000244140625,32836286
2024-09-02,1098.9610595703125,1111.550048828125,1139.949951171875,1108.050048828125,1127.0,2818251
2024-09-03,1101.38330078125,1114.0,1123.5999755859375,1111.5,1115.5999755859375,1648183
2024-09-04,1115.1258544921875,1127.9000244140625,1133.3499755859375,1107.0,1112.199951171875,2387605
2024-09-05,1102.520263671875,1115.1500244140625,1133.75,1113.75,1127.949951171875,1291074
2024-09-06,1087.5418701171875,1100.0,1120.0,1097.199951171875,1118.8499755859375,1307399
2024-09-09,1091.6448974609375,1104.1500244140625,1110.0,1088.949951171875,1100.0,1018082
2024-09-10,1100.59228515625,1113.199951171875,1120.8499755859375,1108.0,1109.0,1010547
2024-09-11,1099.9991455078125,1112.5999755859375,1128.9000244140625,1109.0999755859375,1119.300048828125,1161528
2024-09-12,1107.4141845703125,1120.0999755859375,1135.0999755859375,1115.550048828125,1123.0,1349529
2024-09-13,1105.8818359375,1118.550048828125,1125.5999755859375,1111.449951171875,1125.5999755859375,1326747
2024-09-16,1103.2122802734375,1115.8499755859375,1133.0,1114.25,1133.0,897160
2024-09-17,1098.3677978515625,1110.949951171875,1125.0,1108.0,1119.5999755859375,686827
2024-09-18,1067.7188720703125,1079.949951171875,1111.9000244140625,1066.5,1111.9000244140625,1723558
2024-09-19,1042.5076904296875,1054.449951171875,1095.0,1042.0999755859375,1095.0,2737320
2024-09-20,1042.656005859375,1054.5999755859375,1067.75,1046.8499755859375,1054.0999755859375,2271977
2024-09-23,1043.2987060546875,1055.25,1063.199951171875,1047.6500244140625,1062.800048828125,858221
2024-09-24,1039.640625,1051.550048828125,1063.800048828125,1049.1500244140625,1057.699951171875,1453214
2024-09-25,1051.40576171875,1063.449951171875,1065.699951171875,1038.550048828125,1056.75,1540510
2024-09-26,1055.904296875,1068.0,1069.949951171875,1056.0999755859375,1066.0,1861553
2024-09-27,1063.76416015625,1075.949951171875,1078.5,1042.6500244140625,1056.0,2797238
2024-09-30,1056.4481201171875,1068.550048828125,1088.8499755859375,1058.449951171875,1080.9000244140625,2129069
2024-10-01,1068.1143798828125,1080.3499755859375,1082.5999755859375,1062.050048828125,1071.050048828125,1173725
2024-10-03,1056.9423828125,1069.050048828125,1087.25,1055.25,1087.25,1966311
2024-10-04,1045.3748779296875,1057.3499755859375,1077.0,1050.0999755859375,1069.050048828125,1503329
2024-10-07,1038.750732421875,1050.6500244140625,1065.449951171875,1045.199951171875,1060.8499755859375,668721
2024-10-08,1042.7054443359375,1054.6500244140625,1059.0,1036.5999755859375,1042.0999755859375,1179960
2024-10-09,1053.2843017578125,1065.3499755859375,1071.550048828125,1052.0,1054.9000244140625,1647954
2024-10-10,1045.02880859375,1057.0,1071.449951171875,1047.9000244140625,1071.449951171875,968218
2024-10-11,1052.3450927734375,1064.4000244140625,1070.5,1051.5999755859375,1062.5999755859375,570962
2024-10-14,1050.3182373046875,1062.3499755859375,1070.0,1055.3499755859375,1065.300048828125,703535
2024-10-15,1046.1658935546875,1058.1500244140625,1071.75,1054.3499755859375,1065.4000244140625,645409
2024-10-16,1008.5467529296875,1020.0999755859375,1051.300048828125,1008.5,1030.0,3802444
2024-10-17,1009.2882690429688,1020.8499755859375,1026.9000244140625,1011.0999755859375,1020.0999755859375,1036269
2024-10-18,1010.8701782226562,1022.4500122070312,1035.0,1013.9000244140625,1027.550048828125,1368450
2024-10-21,994.3098754882812,1005.7000122070312,1029.25,1002.0,1022.4500122070312,1015164
2024-10-22,977.008056640625,988.2000122070312,1013.0499877929688,983.9500122070312,1012.0,1334114
2024-10-23,989.6630859375,1001.0,1016.2000122070312,985.0999755859375,988.2000122070312,1315625
2024-10-24,994.3098754882812,1005.7000122070312,1010.1500244140625,996.9500122070312,1005.0,634232
2024-10-25,979.380859375,990.5999755859375,1011.9500122070312,986.0999755859375,1005.7000122070312,531860
2024-10-28,994.9030151367188,1006.2999877929688,1016.5499877929688,977.0,990.5999755859375,753928
2024-10-29,990.8494873046875,1002.2000122070312,1016.7999877929688,988.4500122070312,1016.7999877929688,911619
2024-10-30,974.1903076171875,985.3499755859375,1009.9000244140625,982.5499877929688,1003.0,1299530
2024-10-31,989.9102172851562,1001.25,1004.4500122070312,985.0,985.0,732810
2024-11-01,992.6290893554688,1004.0,1013.9000244140625,998.4500122070312,1009.25,108283
2024-11-04,993.0740356445312,1004.4500122070312,1011.6500244140625,994.6500244140625,1008.0,1190497
2024-11-05,977.2552490234375,988.4500122070312,1005.3499755859375,969.6500244140625,999.0499877929688,1897494
2024-11-06,983.8298950195312,995.0999755859375,1003.0999755859375,985.9000244140625,988.4500122070312,1167347
2024-11-07,962.2273559570312,973.25,1000.9500122070312,969.25,1000.8499755859375,1367216
2024-11-08,959.3601684570312,970.3499755859375,980.9000244140625,965.0,974.0,477176
2024-11-11,956.7896728515625,967.75,975.7999877929688,962.2999877929688,970.0,874885
2024-11-12,938.9935302734375,949.75,990.0,933.0,970.0,3008146
2024-11-13,952.8349609375,963.75,968.9500122070312,946.8499755859375,958.3499755859375,2093578
2024-11-14,946.556884765625,957.4000244140625,976.7999877929688,953.5,957.2000122070312,840848
2024-11-18,934.000732421875,944.7000122070312,966.0,938.6500244140625,964.0499877929688,1050199
2024-11-19,936.8678588867188,947.5999755859375,955.1500244140625,941.4500122070312,945.0,605361
2024-11-21,933.3580322265625,944.0499877929688,950.0,933.5999755859375,950.0,622867
2024-11-22,938.3014526367188,949.0499877929688,952.0,939.5999755859375,942.2000122070312,295547
2024-11-25,953.4281616210938,964.3499755859375,969.0499877929688,946.2000122070312,955.1500244140625,2656504
2024-11-26,942.2067260742188,953.0,969.9000244140625,950.8499755859375,964.9500122070312,428465
2024-11-27,940.179931640625,950.9500122070312,959.9500122070312,949.4000244140625,955.0,495683
2024-11-28,937.9554443359375,948.7000122070312,954.9500122070312,945.0,950.0,498416
2024-11-29,955.0100708007812,965.9500122070312,972.75,949.3499755859375,950.8499755859375,1151163
2024-12-02,963.5126342773438,974.5499877929688,976.5,962.4500122070312,965.9500122070312,1305207
2024-12-03,970.9771118164062,982.0999755859375,987.4500122070312,973.2999877929688,976.9500122070312,1290594
2024-12-04,959.3601684570312,970.3499755859375,985.9500122070312,967.2999877929688,982.9500122070312,1385360
2024-12-05,966.923583984375,978.0,980.0,961.5499877929688,978.0999755859375,697437
2024-12-06,983.8298950195312,995.0999755859375,996.6500244140625,972.0,986.0,749783
2024-12-09,971.3231811523438,982.4500122070312,1000.0,981.0,995.0999755859375,1191543
2024-12-10,963.1666259765625,974.2000122070312,986.2000122070312,971.0,983.9500122070312,664912
2024-12-11,975.2778930664062,986.4500122070312,993.5,975.0,977.9500122070312,591808
2024-12-12,965.4405517578125,976.5,991.0,972.1500244140625,990.0,863825
2024-12-13,967.4179077148438,978.5,981.4500122070312,955.0499877929688,981.0,650878
2024-12-16,976.5631103515625,987.75,991.0,975.5499877929688,981.5,459731
2024-12-17,958.9153442382812,969.9000244140625,991.0999755859375,966.9000244140625,989.4500122070312,769906
2024-12-18,968.4559936523438,979.5499877929688,984.0,968.2999877929688,969.9000244140625,806464
2024-12-19,974.4374389648438,985.5999755859375,989.0,965.0,968.0499877929688,1389401
2024-12-20,962.4745483398438,973.5,990.9500122070312,970.2999877929688,990.0999755859375,910631
2024-12-23,962.3262329101562,973.3499755859375,982.0,962.0999755859375,978.75,758127
2024-12-24,953.873046875,964.7999877929688,977.9000244140625,961.25,973.3499755859375,841381
2024-12-26,946.8040771484375,957.6500244140625,969.1500244140625,953.0999755859375,965.0999755859375,1348311
2024-12-27,961.3870239257812,972.4000244140625,985.5,958.0,958.0,1074014
2024-12-30,946.1119995117188,956.9500122070312,979.5999755859375,952.5,973.2000122070312,4345745
2024-12-31,960.6949462890625,971.7000122070312,976.75,960.0999755859375,960.0999755859375,960218
2025-01-01,962.7711181640625,973.7999877929688,980.0,965.2999877929688,971.0,436960
2025-01-02,979.5291748046875,990.75,992.3499755859375,966.8499755859375,978.4000244140625,1012522
2025-01-03,964.7484741210938,975.7999877929688,997.4000244140625,971.7000122070312,992.0,849340
2025-01-06,950.56103515625,961.4500122070312,975.7999877929688,954.9000244140625,974.75,845309
2025-01-07,989.5147705078125,1000.8499755859375,1014.0,969.9000244140625,970.0,3691121
2025-01-08,970.3345336914062,981.4500122070312,1012.9000244140625,972.5,1008.9500122070312,1389234
2025-01-09,999.0554809570312,1010.5,1027.949951171875,993.25,1005.0,4533779
2025-01-10,993.0245971679688,1004.4000244140625,1019.0999755859375,1000.5499877929688,1009.0499877929688,2314182
2025-01-13,964.056396484375,975.0999755859375,997.9000244140625,966.25,990.0999755859375,1417731
2025-01-14,988.82275390625,1000.1500244140625,1002.5,978.5,982.0,1057973
2025-01-15,973.7454223632812,984.9000244140625,1007.2999877929688,982.0,1005.0,673355
2025-01-16,976.9586181640625,988.1500244140625,994.7999877929688,979.4500122070312,990.0,761949
2025-01-17,983.385009765625,994.6500244140625,1000.9000244140625,980.9500122070312,992.0,880216
2025-01-20,984.225341796875,995.5,1008.7999877929688,982.0499877929688,1005.0,523731
2025-01-21,974.734130859375,985.9000244140625,1005.9500122070312,983.25,998.0,389512
2025-01-22,967.4179077148438,978.5,989.25,963.75,986.0,577713
2025-01-23,977.9473266601562,989.1500244140625,995.9500122070312,975.9500122070312,980.25,523186
2025-01-24,946.7545776367188,957.5999755859375,989.0499877929688,955.0,989.0499877929688,780860
2025-01-27,912.1510009765625,922.5999755859375,951.7000122070312,915.5499877929688,950.0,776626
2025-01-28,899.9408569335938,910.25,922.5999755859375,891.1500244140625,922.5999755859375,1146379
2025-01-29,921.5928955078125,932.1500244140625,939.5,910.25,910.25,765465
2025-01-30,942.651611328125,953.4500122070312,956.9500122070312,930.5,935.0,844983
2025-01-31,959.2613525390625,970.25,975.0,953.7999877929688,957.9000244140625,1134883
2025-02-01,964.7484741210938,975.7999877929688,980.6500244140625,953.3499755859375,970.25,270706
2025-02-03,951.796875,962.7000122070312,978.75,957.2000122070312,972.0,509847
2025-02-04,962.9688720703125,974.0,975.0,960.2000122070312,963.0499877929688,449665
2025-02-05,965.9348754882812,977.0,986.75,945.0,977.0,3696679
2025-02-06,996.7815551757812,1008.2000122070312,1026.550048828125,976.0,984.0,5775455
2025-02-07,982.8906860351562,994.1500244140625,1012.75,989.0499877929688,1008.2000122070312,1323744
2025-02-10,953.7247924804688,964.6500244140625,998.4000244140625,958.5999755859375,996.0,624534
2025-02-11,931.5784301757812,942.25,965.4500122070312,938.0,965.0,660233
2025-02-12,923.4713134765625,934.0499877929688,945.7000122070312,920.5499877929688,942.25,569136
2025-02-13,932.171630859375,942.8499755859375,955.0,936.0,936.0,568317
2025-02-14,891.635986328125,901.8499755859375,947.7000122070312,897.0999755859375,943.0,1284861
2025-02-17,913.436279296875,923.9000244140625,927.5,892.0,904.2999877929688,1079060
2025-02-18,903.6978149414062,914.0499877929688,928.9000244140625,905.25,923.9000244140625,875587
2025-02-19,881.3538208007812,891.4500122070312,896.7000122070312,855.0999755859375,890.0,2989352
2025-02-20,889.4609375,899.6500244140625,901.9500122070312,876.2000122070312,891.4500122070312,996072
2025-02-21,875.3228759765625,885.3499755859375,906.4000244140625,882.0,900.0499877929688,1854330
2025-02-24,881.1560668945312,891.25,897.9000244140625,880.9000244140625,885.3499755859375,854348
2025-02-25,872.9500732421875,882.9500122070312,898.4000244140625,880.0,891.3499755859375,867288
2025-02-27,876.4104614257812,886.4500122070312,905.0,872.3499755859375,887.4500122070312,1460237
2025-02-28,866.6719360351562,876.5999755859375,887.0,867.0999755859375,879.4500122070312,1708929
2025-03-03,860.5916748046875,870.4500122070312,882.0499877929688,859.5,879.0,1109751
2025-03-04,861.778076171875,871.6500244140625,874.75,859.8499755859375,869.0,612480
2025-03-05,877.3991088867188,887.4500122070312,889.5499877929688,871.2000122070312,876.0,659121
2025-03-06,897.1231689453125,907.4000244140625,925.0,900.0,923.9000244140625,3024764
2025-03-07,890.597900390625,900.7999877929688,915.7000122070312,895.2999877929688,908.0999755859375,663269
2025-03-10,883.5783081054688,893.7000122070312,911.1500244140625,890.0,900.7999877929688,605996
2025-03-11,889.6586303710938,899.8499755859375,904.9000244140625,882.8499755859375,888.8499755859375,559901
2025-03-12,878.1900634765625,888.25,898.75,872.0,898.5,2335024
2025-03-13,873.0983276367188,883.0999755859375,897.2000122070312,880.0,895.0,312720
2025-03-17,882.5896606445312,892.7000122070312,901.2999877929688,887.1500244140625,888.3499755859375,960318
2025-03-18,882.5896606445312,892.7000122070312,892.7000122070312,892.7000122070312,892.7000122070312,0
2025-03-19,899.5948486328125,909.9000244140625,930.0,903.0,928.0,2142040
2025-03-20,906.861572265625,917.25,924.3499755859375,908.0,917.9000244140625,689231
2025-03-21,908.1962890625,918.5999755859375,926.9500122070312,914.0499877929688,918.0,1384887
2025-03-24,913.2385864257812,923.7000122070312,939.5,917.75,918.5999755859375,1401513
2025-03-25,897.0736694335938,907.3499755859375,929.7999877929688,904.9000244140625,925.0,847472
2025-03-26,897.2220458984375,907.5,917.4500122070312,903.5999755859375,907.7999877929688,1505932
2025-03-27,880.6617431640625,890.75,906.5,881.7999877929688,903.5499877929688,2181319
2025-03-28,876.3610229492188,886.4000244140625,900.5499877929688,880.5499877929688,894.9000244140625,1244840
2025-04-01,867.561767578125,877.5,900.4500122070312,872.0,888.0,1453564
2025-04-02,881.0571899414062,891.1500244140625,895.25,862.7999877929688,870.25,1068766
2025-04-03,891.6854858398438,901.9000244140625,949.6500244140625,899.2000122070312,949.6500244140625,4159473
2025-04-04,857.0818481445312,866.9000244140625,905.9500122070312,834.5,901.9000244140625,3287190
2025-04-07,828.1136474609375,837.5999755859375,854.1500244140625,795.0,795.0,1792473
2025-04-08,849.3701782226562,859.0999755859375,866.2000122070312,836.0999755859375,845.0,2795212
2025-04-09,834.836669921875,844.4000244140625,849.8499755859375,823.2999877929688,840.4000244140625,1594419
2025-04-11,859.0097045898438,868.8499755859375,879.0,855.2000122070312,863.8499755859375,1116144
2025-04-15,873.1478271484375,883.1500244140625,889.7999877929688,868.5999755859375,889.7999877929688,1550801
2025-04-16,812.7891845703125,822.0999755859375,887.25,813.0,883.1500244140625,10251029
2025-04-17,822.1322021484375,831.5499877929688,839.1500244140625,816.0999755859375,830.0,4090722
2025-04-21,835.77587890625,845.3499755859375,847.0,830.25,832.3499755859375,1861224
2025-04-22,843.0426635742188,852.7000122070312,854.2000122070312,837.9000244140625,845.3499755859375,1015442
2025-04-23,858.1693725585938,868.0,873.0,852.7000122070312,857.5999755859375,1149096
2025-04-24,870.2806396484375,880.25,887.25,861.5,868.0,1167381
2025-04-25,849.9140014648438,859.6500244140625,882.3499755859375,858.0,879.6500244140625,1090283
2025-04-28,876.50927734375,886.5499877929688,887.7000122070312,861.25,862.9500122070312,1527151
2025-04-29,877.9923095703125,888.0499877929688,894.8499755859375,877.0499877929688,887.0,1027694
2025-04-30,878.1900634765625,888.25,901.8499755859375,883.0,888.0,907542
2025-05-02,872.0602416992188,882.0499877929688,893.4000244140625,874.9000244140625,887.0,622199
2025-05-05,882.3919067382812,892.5,895.0,880.0499877929688,885.5999755859375,392926
2025-05-06,870.6761474609375,880.6500244140625,886.0,869.1500244140625,886.0,1001672
2025-05-07,876.1138305664062,886.1500244140625,889.1500244140625,863.2000122070312,863.2000122070312,819319
2025-05-08,863.8048095703125,873.7000122070312,888.8499755859375,865.5,886.0,923809
2025-05-09,868.6987915039062,878.6500244140625,881.0,859.0,859.0,783197
2025-05-12,874.8284912109375,884.8499755859375,890.0,866.25,881.0,695749
2025-05-13,891.635986328125,901.8499755859375,903.7999877929688,884.8499755859375,884.8499755859375,1523977
2025-05-14,893.267333984375,903.5,909.5,890.5499877929688,903.4500122070312,1074055
2025-05-15,894.4537353515625,904.7000122070312,907.4500122070312,896.6500244140625,903.7999877929688,493067
2025-05-16,892.4763793945312,902.7000122070312,907.5499877929688,898.5,902.0,720221
2025-05-19,900.9295654296875,911.25,919.7999877929688,902.6500244140625,906.0,832279
2025-05-20,873.2960815429688,883.2999877929688,920.0,874.0999755859375,917.5,2737758
2025-05-21,879.57421875,889.6500244140625,896.0,865.6500244140625,879.0,1659446
2025-05-22,893.2178955078125,903.4500122070312,911.5,889.3499755859375,890.0,2150946
2025-05-23,898.3095092773438,908.5999755859375,909.9000244140625,896.1500244140625,904.0,795387
2025-05-26,902.5114135742188,912.8499755859375,921.0,908.0999755859375,914.0,703642
2025-05-27,907.7019653320312,918.0999755859375,921.0,912.8499755859375,916.5999755859375,634513
2025-05-28,915.1170043945312,925.5999755859375,930.5,917.0,925.0,874275
2025-05-29,914.2766723632812,924.75,934.0,920.2999877929688,932.0,643360
2025-05-30,919.4672241210938,930.0,934.0,917.2999877929688,929.0,1896380
2025-06-02,917.4898681640625,928.0,935.5,917.0499877929688,933.9500122070312,817584
2025-06-03,915.9080200195312,926.4000244140625,934.9000244140625,921.0,930.0,480256
2025-06-04,920.9501953125,931.5,941.75,927.0,934.9500122070312,1429173
2025-06-05,944.8761596679688,955.7000122070312,958.25,933.0,933.0,1804863
2025-06-06,949.2757568359375,960.1500244140625,962.5,948.8499755859375,960.0,810158
2025-06-09,962.6228637695312,973.6500244140625,976.0,959.8499755859375,964.9000244140625,641864
2025-06-10,970.6805419921875,981.7999877929688,983.9000244140625,969.0,970.0,981945
2025-06-11,967.7144775390625,978.7999877929688,992.4500122070312,976.4500122070312,985.0,869226
2025-06-12,967.7144775390625,978.7999877929688,995.7000122070312,973.1500244140625,990.0,1972538
2025-06-13,963.9081420898438,974.9500122070312,977.7000122070312,960.0,968.0999755859375,1046498
2025-06-16,963.3643798828125,974.4000244140625,977.0,964.3499755859375,971.0,777623
2025-06-17,946.8040771484375,957.6500244140625,975.4500122070312,947.5999755859375,974.4000244140625,1639313
2025-06-18,947.4466552734375,958.2999877929688,965.2999877929688,949.25,951.0,1016691
2025-06-19,939.2901000976562,950.0499877929688,958.0,947.0,958.0,798082
2025-06-20,946.26025390625,957.0999755859375,960.3499755859375,944.0,945.0,708234
2025-06-23,941.31689453125,952.0999755859375,957.9500122070312,946.9000244140625,948.5999755859375,642532
2025-06-24,953.6258544921875,964.5499877929688,967.9000244140625,955.8499755859375,962.0999755859375,1162909
2025-06-25,963.7103881835938,974.75,977.3499755859375,966.3499755859375,970.2000122070312,655603
